CFE,45.7867,3.1692,L,Clermont-Ferrand Auvergne airport
CFG,22.1500,-80.4142,M,Jaime Gonzalez Airport
CFK,36.2166,1.3411,L,Chlef Aboubakr Belkaid International Airport
CFN,55.0442,-8.3410,M,Donegal Airport
CFR,49.1768,-0.4549,M,Caen Carpiquet airport
CFS,-30.3206,153.1160,M,Coffs Harbour Airport
CFU,39.6014,19.9122,L,Corfu Ioannis Kapodistrias International Airport
CGB,-15.6529,-56.1167,L,Várzea Grande–Marechal Rondon International Airport
CGD,28.9189,111.6400,M,Changde Taohuayuan Airport
CGH,-23.6277,-46.6546,L,Congonhas–Deputado Freitas Nobre Airport
CGI,37.2253,-89.5708,M,Cape Girardeau Regional Airport
CGK,-6.1256,106.6560,L,Soekarno-Hatta International Airport
CGM,9.2539,124.7091,M,Camiguin Airport
CGN,50.8659,7.1427,L,Cologne Bonn Airport
CGO,34.5265,113.8492,L,Zhengzhou Xinzheng International Airport
CGP,22.2496,91.8133,L,Shah Amanat International Airport
CGQ,43.9962,125.6850,L,Changchun Longjia International Airport
CGR,-20.4700,-54.6740,M,Campo Grande Airport
CGY,8.6122,124.4565,L,Laguindingan International Airport
CHA,35.0353,-85.2038,M,Chattanooga Metropolitan Airport (Lovell Field)
CHC,-43.4890,172.5321,L,Christchurch International Airport
CHG,41.5381,120.4350,M,Chaoyang Airport
CHH,-6.2019,-77.8562,M,Chachapoyas Airport
CHM,-9.1496,-78.5238,M,FAP Lieutenant Jaime Andres de Montreuil Morales Airport
CHO,38.1386,-78.4529,M,Charlottesville Albemarle Airport
CHQ,35.5312,24.1507,L,Chania International Airport
CHS,32.8962,-80.0382,L,Charleston International Airport
CHT,-43.8119,-176.4651,M,Inia William Tuuta Memorial Airport
CHX,9.4590,-82.5151,M,Changuinola Captain Manuel Niño International Airport
CIA,41.7988,12.5953,L,Ciampino–G. B. Pastine International Airport
CID,41.8847,-91.7108,M,The Eastern Iowa Airport
CIF,42.1597,118.8410,M,Chifeng Yulong Airport
CIJ,-11.0391,-68.7828,M,Capitán Aníbal Arab Airport
CIT,42.3650,69.4756,L,Shymkent International Airport
CIU,46.2420,-84.4621,M,Chippewa County International Airport
CIW,12.6990,-61.3424,M,Canouan Airport
CIX,-6.7892,-79.8283,L,Capitán FAP José A. Quiñones González International Airport
CIY,36.9958,14.6089,M,Comiso Airport
CJA,-7.1392,-78.4894,M,Mayor General FAP Armando Revoredo Iglesias Airport
CJB,11.0300,77.0434,L,Coimbatore International Airport
CJC,-22.4982,-68.9036,M,El Loa Airport
CJJ,36.7156,127.5003,L,Cheongju International Airport/Cheongju Air Base (K-59/G-513
CJL,35.8862,71.7999,M,Chitral Airport
CJM,10.7112,99.3617,M,Chumphon Airport
CJS,31.6367,-106.4285,L,Abraham González International Airport
CJU,33.5121,126.4925,L,Jeju International Airport
CKB,39.2966,-80.2281,M,North Central West Virginia Airport
CKG,29.7123,106.6519,L,Chongqing Jiangbei International Airport
CKH,70.6231,147.9020,M,Chokurdakh Airport
CKS,-6.1178,-50.0034,M,Carajás Airport
CKY,9.5769,-13.6120,L,Ahmed Sékou Touré International Airport
CKZ,40.1377,26.4268,M,Çanakkale Airport
CLD,33.1283,-117.2800,M,McClellan-Palomar Airport
CLE,41.4117,-81.8498,L,Cleveland Hopkins International Airport
CLJ,46.7860,23.6857,L,Avram Iancu Cluj International Airport
CLL,30.5886,-96.3638,M,Easterwood Field
CLO,3.5427,-76.3819,L,Alfonso Bonilla Aragon International Airport
CLQ,19.2770,-103.5770,M,Licenciado Miguel de la Madrid International Airport
CLT,35.2140,-80.9431,L,Charlotte Douglas International Airport
CLY,42.5304,8.7930,M,Calvi Sainte Catherine Airport
CMA,-28.0300,145.6220,M,Cunnamulla Airport
CMB,7.1808,79.8841,L,Bandaranaike International Colombo Airport
CME,18.6515,-91.7994,M,Ciudad del Carmen International Airport
CMF,45.6381,5.8802,M,Chambéry Aix les Bains airport
CMG,-19.0119,-57.6728,M,Corumbá International Airport
CMH,39.9980,-82.8919,L,John Glenn Columbus International Airport
CMI,40.0398,-88.2762,M,University of Illinois Willard Airport
CMN,33.3675,-7.5900,L,Mohammed V International Airport
CMU,-6.0243,144.9710,M,Chimbu Airport
CMW,21.4199,-77.8480,L,Ignacio Agramonte International Airport
CMX,47.1684,-88.4891,M,Houghton County Memorial Airport
CNB,-30.9809,148.3778,M,Coonamble Airport
CND,44.3622,28.4883,L,Mihail Kogălniceanu International Airport
CNF,-19.6357,-43.9669,L,Tancredo Neves International Airport
CNJ,-20.6686,140.5040,M,Cloncurry Airport
CNM,32.3375,-104.2630,M,Cavern City Air Terminal
CNN,11.9163,75.5450,L,Kannur International Airport
CNP,70.7431,-22.6505,M,Neerlerit Inaat Airport
CNQ,-27.4455,-58.7619,M,Corrientes Airport
CNS,-16.8789,145.7495,L,Cairns International Airport
CNX,18.7668,98.9626,L,Chiang Mai International Airport
CNY,38.7550,-109.7550,M,Canyonlands Regional Airport
COD,44.5202,-109.0240,M,Yellowstone Regional Airport
COK,10.1510,76.4008,L,Cochin International Airport
COO,6.3572,2.3843,L,Cotonou Cadjehoun International Airport
COQ,48.1354,114.6472,M,Choibalsan Airport
COR,-31.3123,-64.2083,L,Ingeniero Aeronáutico Ambrosio L.V. Taravella International 
COS,38.8058,-104.7010,L,City of Colorado Springs Municipal Airport
COU,38.8181,-92.2196,M,Columbia Regional Airport
COV,36.8915,35.0712,L,Çukurova International Airport
CPC,-40.0754,-71.1373,M,Aviador C. Campos Airport
CPD,-29.0383,134.7222,M,Coober Pedy Airport
CPE,19.8160,-90.5001,M,Ingeniero Alberto Acuña Ongay International Airport
CPH,55.6179,12.6560,L,Copenhagen Kastrup Airport
CPO,-27.2612,-70.7792,M,Desierto de Atacama Airport
CPR,42.9074,-106.4616,M,Casper-Natrona County International Airport
CPT,-33.9740,18.6043,L,Cape Town International Airport
CPV,-7.2697,-35.8961,M,Presidente João Suassuna Airport
CPX,18.3130,-65.3039,M,Benjamin Rivera Noriega Airport
CQW,29.4657,107.6937,M,Chongqing Xiannüshan Airport
CRA,44.3181,23.8886,L,Craiova International Airport
CRD,-45.7869,-67.4634,L,General Enrique Mosconi International Airport
CRI,22.7456,-74.1824,M,Colonel Hill Airport
CRK,15.1860,120.5600,L,Clark International Airport / Clark Air Base
CRL,50.4620,4.4596,L,Brussels South Charleroi Airport
CRM,12.5016,124.6353,M,Catarman National Airport
CRP,27.7704,-97.5012,M,Corpus Christi International Airport
CRV,38.9972,17.0802,M,Crotone Sant'Anna Pythagoras Airport
CRW,38.3731,-81.5932,M,Yeager Airport
CRZ,38.9307,63.5640,L,Türkmenabat International Airport
CSG,32.5164,-84.9396,M,Columbus Airport
CSK,12.3953,-16.7480,M,Cap Skirring Airport
CSW,22.9491,-109.9395,M,Cabo San Lucas International Airport
CSX,28.1892,113.2200,L,Changsha Huanghua International Airport
CSY,56.0903,47.3473,M,Cheboksary Airport
CTA,37.4668,15.0664,L,Catania-Fontanarossa Airport
CTC,-28.5931,-65.7512,M,Coronel Felipe Varela International Airport
CTD,7.9878,-80.4098,M,Alonso Valderrama Airport
CTG,10.4424,-75.5130,L,Rafael Nuñez International Airport
CTL,-26.4133,146.2620,M,Charleville Airport
CTM,18.5050,-88.3280,M,Chetumal International Airport
CTN,-15.4436,145.1832,M,Cooktown Airport
CTS,42.7748,141.6904,L,New Chitose Airport
CTU,30.5583,103.9460,L,Chengdu Shuangliu International Airport
CUC,7.9276,-72.5115,M,Camilo Daza International Airport
CUE,-2.8895,-78.9844,M,Mariscal Lamar Airport
CUF,44.5475,7.6230,M,Cuneo International Airport
CUK,17.7350,-88.0329,M,Caye Caulker Airport
CUL,24.7650,-107.4752,L,Bachigualato Federal International Airport
CUM,10.4503,-64.1305,M,Antonio José de Sucre Airport
CUN,21.0408,-86.8735,L,Cancún International Airport
CUP,10.6600,-63.2617,M,General Francisco Bermúdez Airport
CUQ,-13.7611,143.1133,M,Coen Airport
CUR,12.1889,-68.9598,L,Hato International Airport
CUU,28.7026,-105.9638,L,General Roberto Fierro Villalobos International Airport
CUZ,-13.5357,-71.9388,L,Alejandro Velasco Astete International Airport
CVG,39.0488,-84.6678,L,Cincinnati Northern Kentucky International Airport
CVM,23.7033,-98.9565,M,General Pedro Jose Mendez International Airport
CVN,34.4266,-103.0788,M,Clovis Municipal Airport
CVQ,-24.8843,113.6664,M,Carnarvon Airport
CWA,44.7774,-89.6702,M,Central Wisconsin Airport
CWB,-25.5285,-49.1758,L,Curitiba-Afonso Pena International Airport
CWC,48.2593,25.9808,M,Chernivtsi International Airport
CWJ,23.2763,99.3732,M,Cangyuan Washan Airport
CWL,51.3967,-3.3433,L,Cardiff International Airport
CXB,21.4575,91.9633,M,Cox's Bazar Airport
CXI,1.9863,-157.3500,L,Cassidy International Airport
CXJ,-29.1972,-51.1876,M,Hugo Cantergiani Regional Airport
CXP,-7.6451,109.0340,M,Tunggul Wulung Airport
CXR,11.9982,109.2190,L,Cam Ranh International Airport / Cam Ranh Air Base
CYA,18.2711,-73.7883,M,Antoine-Simon International Airport
CYB,19.6870,-79.8828,M,Charles Kirkconnell International Airport
CYC,17.6838,-88.0450,M,Caye Chapel Airport
CYI,23.4626,120.3905,M,Chiayi Airport
CYO,21.6165,-81.5460,M,Vilo Acuña International Airport
CYP,12.0726,124.5451,M,Calbayog Airport
CYS,41.1557,-104.8120,M,Cheyenne Regional Jerry Olson Field
CYX,68.7406,161.3380,M,Cherskiy Airport
CYZ,16.9299,121.7530,M,Cauayan Airport
CZE,11.4149,-69.6809,M,José Leonardo Chirinos Airport
CZH,18.3822,-88.4119,M,Corozal Airport
CZL,36.2760,6.6204,L,Mohamed Boudiaf International Airport
CZM,20.5149,-86.9285,L,Cozumel International Airport
CZS,-7.5999,-72.7695,M,Cruzeiro do Sul Airport
CZU,9.3327,-75.2856,M,Las Brujas Airport
CZX,31.9205,119.7755,M,Changzhou Benniu International Airport
DAB,29.1825,-81.0595,M,Daytona Beach International Airport
DAC,23.8433,90.3978,L,Hazrat Shahjalal International Airport
DAD,16.0439,108.1990,L,Da Nang International Airport
DAL,32.8448,-96.8477,L,Dallas Love Field
DAM,33.4115,36.5156,L,Damascus International Airport
DAR,-6.8735,39.2073,L,Julius Nyerere International Airport
DAT,40.0614,113.4805,L,Datong Yungang International Airport
DAU,-9.0868,143.2080,M,Daru Airport
DAV,8.3890,-82.4364,M,Enrique Malek International Airport
DAY,39.9024,-84.2194,M,James M. Cox Dayton International Airport
DBB,30.9243,28.4616,L,El Alamein International Airport
DBC,45.5053,123.0197,M,Baicheng Chang'an Airport
DBO,-32.2167,148.5750,M,Dubbo City Regional Airport
DBQ,42.4020,-90.7095,M,Dubuque Regional Airport
DBR,26.1928,85.9169,M,Darbhanga Airport
DBV,42.5622,18.2655,L,Dubrovnik Ruđer Bošković Airport
DCA,38.8521,-77.0377,L,Ronald Reagan Washington National Airport
DCF,15.3367,-61.3921,M,Canefield Airport
DCM,43.5563,2.2892,M,Castres Mazamet Airport
DCY,29.3163,100.0603,M,Daocheng Yading Airport
DDC,37.7634,-99.9656,M,Dodge City Regional Airport
DDG,40.0255,124.2867,M,Dandong Langtou International Airport
DDR,28.6046,86.7980,M,Shigatse Tingri Airport
DEA,29.9610,70.4859,M,Dera Ghazi Khan Airport
DEB,47.4895,21.6163,L,Debrecen International Airport
DEC,39.8346,-88.8657,M,Decatur Airport
DED,30.1892,78.1767,M,Dehradun Jolly Grant Airport
DEF,32.4344,48.3976,M,Dezful Airport
DEL,28.5556,77.0952,L,Indira Gandhi International Airport
DEN,39.8600,-104.6738,L,Denver International Airport
DFW,32.8968,-97.0380,L,Dallas Fort Worth International Airport
DGA,16.9825,-88.2310,M,Dangriga Airport
DGO,24.1255,-104.5279,M,General Guadalupe Victoria International Airport
DGT,9.3342,123.3019,M,Sibulan Airport
DHM,32.1649,76.2630,M,Kangra Airport
DHN,31.3213,-85.4496,M,Dothan Regional Airport
DHX,-7.7495,111.9468,M,Dhoho International Airport
DIA,25.2594,51.5655,L,Doha International Airport
DIB,27.4839,95.0169,M,Dibrugarh Airport
DIE,-12.3494,49.2917,M,Arrachart Airport
DIG,27.7936,99.6772,M,Diqing Shangri-La Airport
DIJ,47.2689,5.0900,M,Dijon Longvic airport
DIK,46.7975,-102.8019,M,Dickinson Theodore Roosevelt Regional Airport
DIL,-8.5466,125.5245,L,Presidente Nicolau Lobato International Airport
DIN,21.3975,103.0080,M,Dien Bien Phu Airport
DIR,9.6235,41.8550,L,Aba Tenna Dejazmach Yilma International Airport
DIY,37.8939,40.2010,M,Diyarbakır Airport
DJE,33.8737,10.7773,L,Djerba Zarzis International Airport
DJG,24.2854,9.4637,L,Tiska Djanet Airport
DJJ,-2.5796,140.5199,L,Dortheys Hiyo Eluay International Airport
DKA,13.0078,7.6604,M,Umaru Musa Yar'adua Airport
DKR,14.7423,-17.4792,L,Léopold Sédar Senghor International Airport
DLA,4.0061,9.7195,L,Douala International Airport
DLC,38.9657,121.5385,L,Dalian Zhoushuizi International Airport
DLE,47.0390,5.4276,M,Dole Tavaux Airport
DLG,59.0447,-158.5050,M,Dillingham Airport
DLH,46.8419,-92.1987,M,Duluth International Airport
DLI,11.7506,108.3670,M,Lien Khuong Airport
DLM,36.7131,28.7925,L,Dalaman International Airport
DLU,25.6494,100.3190,M,Dali Fengyi Airport
DLZ,43.6086,104.3677,M,Dalanzadgad Airport
DMB,42.8536,71.3036,L,Taraz International Airport
DME,55.4088,37.9063,L,Domodedovo International Airport
DMK,13.9126,100.6070,L,Don Mueang International Airport
DMM,26.4691,49.7982,L,King Fahd International Airport
DMU,25.8839,93.7711,M,Dimapur Airport
DND,56.4525,-3.0258,M,Dundee Airport
DNH,40.1620,94.8128,L,Dunhuang Mogao International Airport
DNK,48.3572,35.1006,M,Dnipro International Airport
DNR,48.5877,-2.0800,M,Dinard Pleurtuit Saint-Malo airport
DNZ,37.7856,29.7013,M,Çardak Airport
DOD,-6.1706,35.7560,M,Dodoma Airport
DOG,19.1537,30.4301,M,Dongola Airport
DOH,25.2731,51.6081,L,Hamad International Airport
DOL,49.3652,0.1545,M,Deauville Normandie airport
DOM,15.5467,-61.3011,M,Douglas-Charles Airport
DOV,39.1295,-75.4660,M,Dover Civil Air Terminal/Dover Air Force Base
DOY,37.5014,118.7899,M,Dongying Shengli Airport
DPL,8.6020,123.3419,M,Dipolog Airport
DPO,-41.1697,146.4300,M,Devonport Airport
DPS,-8.7484,115.1671,L,Denpasar I Gusti Ngurah Rai International Airport
DQM,19.5019,57.6342,L,Duqm International Airport
DRG,66.0689,-162.7669,M,Deering Airport
DRO,37.1515,-107.7540,M,Durango La Plata County Airport
DRP,13.1119,123.6768,L,Bicol International Airport
DRS,51.1341,13.7678,L,Dresden Airport
DRW,-12.4150,130.8818,L,Darwin International Airport / RAAF Darwin
DSI,30.4001,-86.4715,M,Destin Executive Airport
DSM,41.5340,-93.6567,L,Des Moines International Airport
DSN,39.4935,109.8599,L,Ordos Ejin Horo International Airport
DSO,39.7452,127.4740,M,Sondok Airport
DSS,14.6709,-17.0728,L,Blaise Diagne International Airport
DSY,10.9142,103.2267,L,Dara Sakor International Airport
DTM,51.5183,7.6122,L,Dortmund Airport
DTU,48.4410,126.1284,M,Wudalianchi Dedu Airport
DTW,42.2138,-83.3538,L,Detroit Metropolitan Wayne County Airport
DUB,53.4287,-6.2621,L,Dublin Airport
DUD,-45.9290,170.1978,M,Dunedin International Airport
DUE,-7.4009,20.8185,M,Dundo Airport
DUJ,41.1783,-78.8987,M,DuBois Regional Airport
DUM,1.6090,101.4335,M,Pinang Kampai Airport
DUR,-29.6144,31.1197,L,King Shaka International Airport
DUS,51.2895,6.7668,L,Düsseldorf Airport
DUT,53.8988,-166.5450,M,Tom Madsen (Dutch Harbor) Airport
DVL,48.1155,-98.9088,M,Devils Lake Regional Airport
DVO,7.1255,125.6460,L,Francisco Bangoy International Airport
DWC,24.8962,55.1624,L,Al Maktoum International Airport
DWD,24.4499,44.1212,M,Dawadmi Domestic Airport
DXB,25.2498,55.3710,L,Dubai International Airport
DYG,29.1047,110.4428,L,Zhangjiajie Hehua International Airport
DYR,64.7349,177.7410,M,Ugolny Yuri Ryktheu Airport
DYU,38.5437,68.8230,L,Dushanbe International Airport
DZA,-12.8093,45.2818,L,Dzaoudzi Pamandzi International Airport
DZH,31.0488,107.4356,M,Dazhou Jinya Airport
DZN,47.7090,67.7381,L,Zhezkazgan National Airport
EAM,17.6114,44.4192,M,Najran Domestic Airport
EAR,40.7270,-99.0068,M,Kearney Regional Airport
EAS,43.3565,-1.7906,M,San Sebastián Airport
EAT,47.3989,-120.2070,M,Pangborn Memorial Airport
EAU,44.8658,-91.4843,M,Chippewa Valley Regional Airport
EBA,42.7609,10.2398,M,Marina di Campo Airport
EBB,0.0424,32.4435,L,Entebbe International Airport
EBD,13.1532,30.2327,M,El-Obeid Airport
EBJ,55.5259,8.5534,M,Esbjerg Airport
EBL,36.2360,43.9466,L,Erbil International Airport
ECN,35.1531,33.5074,L,Ercan International Airport
ECP,30.3571,-85.7954,M,Northwest Florida Beaches International Airport
EDI,55.9501,-3.3723,L,Edinburgh Airport
EDL,0.4045,35.2389,L,Eldoret International Airport
EDO,39.5525,27.0102,L,Balıkesir Koca Seyit Airport
EFL,38.1201,20.5005,M,Kefallinia Airport
EGC,44.8253,0.5186,M,Bergerac Dordogne-Périgord airport
EGE,39.6426,-106.9180,M,Eagle County Regional Airport
EGO,50.6438,36.5901,M,Belgorod International Airport
EGS,65.2833,-14.4014,M,Egilsstaðir Airport
EGX,58.1844,-157.3749,M,Egegik Airport
EHU,30.3412,115.0393,L,Ezhou Huahu International Airport
EIE,58.4742,92.1125,M,Yeniseysk Airport
EIN,51.4501,5.3745,L,Eindhoven Airport
EIS,18.4455,-64.5417,L,Terrance B. Lettsome International Airport
EJA,7.0243,-73.8068,M,Yariguíes Airport
EJH,26.1986,36.4764,M,Al Wajh Domestic Airport
EKO,40.8249,-115.7920,M,Elko Regional Airport
ELC,-12.0194,135.5710,M,Elcho Island Airport
ELD,33.2210,-92.8133,M,South Arkansas Regional Airport at Goodwin Field
ELF,13.6149,25.3246,M,El Fasher Airport
ELG,30.5807,2.8616,M,El Golea Airport
ELH,25.4758,-76.6808,M,North Eleuthera Airport
ELM,42.1599,-76.8916,M,Elmira Corning Regional Airport
ELP,31.8099,-106.3756,L,El Paso International Airport
ELQ,26.3028,43.7744,L,Prince Naif bin Abdulaziz International Airport
ELS,-33.0356,27.8259,L,King Phalo Airport
ELU,33.5114,6.7768,M,Guemar Airport - مطار قمار بالوادي
EMA,52.8311,-1.3281,L,East Midlands Airport
EMD,-23.5675,148.1790,M,Emerald Airport
EMK,62.7861,-164.4910,M,Emmonak Airport
ENA,60.5709,-151.2452,M,Kenai Municipal Airport
ENF,68.3626,23.4243,M,Enontekio Airport
ENH,30.3203,109.4850,M,Enshi Xujiaping Airport
ENO,-27.2275,-55.8376,L,Teniente Ramon A. Ayub Gonzalez International Airport
ENU,6.4737,7.5605,L,Akanu Ibiam International Airport
ENY,36.4794,109.4641,M,Yan'an Nanniwan Airport
EOH,6.2197,-75.5906,M,Enrique Olaya Herrera Airport
EOI,59.1906,-2.7722,M,Eday Airport
EPR,-33.6844,121.8230,M,Esperance Airport
EPU,58.4190,24.4728,M,Pärnu Airport
EQS,-42.9080,-71.1395,M,Esquel Brigadier Antonio Parodi International Airport
ERC,39.7102,39.5270,M,Erzincan Airport
ERF,50.9783,10.9607,L,Erfurt-Weimar Airport
ERH,31.9475,-4.3983,M,Moulay Ali Cherif Airport
ERI,42.0831,-80.1739,M,Erie International Tom Ridge Field
ERL,43.4241,112.0911,M,Erenhot Saiwusu International Airport
ERS,-22.6049,17.0790,M,Eros Airport
ERZ,39.9565,41.1702,M,Erzurum International Airport
ESB,40.1281,32.9951,L,Esenboğa International Airport
ESC,45.7232,-87.0886,M,Delta County Airport
ESD,48.7082,-122.9100,M,Orcas Island Airport
ESL,46.3739,44.3309,M,Elista Airport
ESM,0.9785,-79.6266,L,Carlos Concha Torres International Airport
ESR,-26.3111,-69.7652,M,Ricardo García Posada Airport
ESU,31.3975,-9.6817,M,Essaouira-Mogador Airport
ETM,29.7270,35.0141,L,Ramon International Airport
ETR,-3.4420,-79.9970,M,Santa Rosa - Artillery Colonel Victor Larrea International A
ETZ,48.9821,6.2513,M,Metz-Nancy-Lorraine Airport
EUG,44.1246,-123.2120,M,Eugene Airport
EUN,27.1425,-13.2249,L,Laayoune Hassan I International Airport
EUX,17.4965,-62.9794,M,F. D. Roosevelt Airport
EVE,68.4913,16.6781,L,Harstad/Narvik Airport
EVN,40.1489,44.3979,L,Zvartnots International Airport
EVV,38.0370,-87.5324,M,Evansville Regional Airport
EWB,41.6761,-70.9569,M,New Bedford Regional Airport
EWN,35.0730,-77.0429,M,Coastal Carolina Regional Airport
EWR,40.6894,-74.1705,L,Newark Liberty International Airport
EXT,50.7343,-3.4140,M,Exeter International Airport
EYK,63.6869,66.6986,M,Beloyarskiy Airport
EYP,5.3191,-72.3840,M,El Alcaravan - Yopal Airport
EYW,24.5561,-81.7596,M,Key West International Airport
EZE,-34.8222,-58.5358,L,Ezeiza International Airport - Ministro Pistarini
EZS,38.5980,39.2835,M,Elazığ Airport
FAE,62.0633,-7.2758,L,Vágar Airport
FAI,64.8151,-147.8560,M,Fairbanks International Airport
FAO,37.0159,-7.9709,L,Faro - Gago Coutinho International Airport
FAR,46.9207,-96.8158,M,Hector International Airport
FAT,36.7758,-119.7180,L,Fresno Yosemite International Airport
FAV,-16.0541,-145.6570,M,Fakarava Airport
FAY,34.9912,-78.8803,M,Fayetteville Regional Airport - Grannis Field
FBM,-11.5915,27.5308,L,Lubumbashi International Airport
FCA,48.3105,-114.2560,M,Glacier Park International Airport
FCN,53.7677,8.6592,M,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase
FCO,41.8045,12.2520,L,Rome–Fiumicino Leonardo da Vinci International Airport
FDF,14.5910,-61.0032,L,Martinique Aimé Césaire International Airport
FDH,47.6713,9.5115,L,Bodensee Airport Friedrichshafen
FDU,-3.3113,17.3817,M,Bandundu Airport
FEC,-12.2007,-38.9062,M,João Durval Carneiro Airport
FEG,40.3588,71.7450,M,Fergana International Airport
FEN,-3.8545,-32.4230,M,Fernando de Noronha Airport
FEZ,33.9273,-4.9780,L,Fes Saïss International Airport
FGU,-15.8200,-140.8881,M,Fangatau Airport
FIH,-4.3857,15.4446,L,Ndjili International Airport
FIZ,-18.1836,125.5598,M,Fitzroy Crossing Airport
FJR,25.1084,56.3281,L,Fujairah International Airport
FKB,48.7794,8.0805,L,Karlsruhe Baden-Baden Airport
FKI,0.4816,25.3380,L,Bangoka International Airport
FKQ,-2.9205,132.2670,M,Fakfak Airport
FKS,37.2274,140.4310,M,Fukushima Airport
FLA,1.5892,-75.5644,M,Gustavo Artunduaga Paredes Airport
FLG,35.1398,-111.6698,M,Flagstaff Pulliam Airport
FLL,26.0726,-80.1527,L,Fort Lauderdale Hollywood International Airport
FLN,-27.6703,-48.5525,L,Hercílio Luz International Airport
FLO,34.1854,-79.7239,M,Florence Regional Airport
FLR,43.8086,11.2028,L,Florence Airport  Peretola
FLW,39.4553,-31.1314,M,Flores Airport
FLZ,1.5571,98.8871,M,Dr. Ferdinand Lumban Tobing Airport
FMA,-26.2127,-58.2281,M,Formosa National Airport
FMI,-5.8756,29.2500,M,Kalemie Airport
FMM,47.9881,10.2382,L,Memmingen Allgau Airport
FMO,52.1338,7.6885,L,Münster Osnabrück Airport
FNA,8.6164,-13.1955,L,Lungi International Airport
FNC,32.6978,-16.7746,L,Cristiano Ronaldo International Airport
FNI,43.7574,4.4164,M,Nîmes-Arles-Camargue Airport
FNJ,39.2241,125.6700,L,Pyongyang Sunan International Airport
FNT,42.9693,-83.7434,M,Bishop International Airport
FOC,25.9293,119.6725,L,Fuzhou Changle International Airport
FOD,42.5526,-94.1912,M,Fort Dodge Regional Airport
FOG,41.4336,15.5346,M,Foggia Gino Lisa Airport
FON,10.4693,-84.5791,M,La Fortuna Arenal Airport
FOR,-3.7758,-38.5322,L,Pinto Martins International Airport
FPO,26.5580,-78.6956,L,Grand Bahama International Airport
FRA,50.0267,8.5584,L,Frankfurt Main Airport
FRD,48.5237,-123.0246,M,Friday Harbor Airport
FRL,44.1948,12.0701,M,Forlì-Luigi Ridolfi International Airport
FRO,61.5836,5.0247,M,Florø Airport
FRS,16.9137,-89.8661,M,Mundo Maya International Airport
FRW,-21.1592,27.4688,L,Phillip Gaonwe Matante International Airport
FSC,41.5018,9.0971,L,Figari Sud-Corse Airport
FSD,43.5855,-96.7412,M,Sioux Falls Regional Airport
FSM,35.3366,-94.3674,M,Fort Smith Regional Airport
FSP,46.7627,-56.1750,M,Saint-Pierre Pointe-Blanche Airport
FSZ,34.7950,138.1910,L,Mount Fuji Shizuoka Airport
FTE,-50.2803,-72.0534,M,El Calafate - Commander Armando Tola International Airport
FTU,-25.0381,46.9561,M,Tôlanaro Airport
FTW,32.8199,-97.3608,M,Fort Worth Meacham International Airport
FUE,28.4527,-13.8638,L,Fuerteventura Airport
FUG,32.8822,115.7344,M,Fuyang Xiguan Airport
FUJ,32.6663,128.8330,M,Fukue Airport
FUK,33.5859,130.4510,L,Fukuoka Airport
FUN,-8.5239,179.1970,M,Funafuti International Airport
FUO,23.0825,113.0708,M,Foshan Shadi Airport
FWA,40.9789,-85.1945,M,Fort Wayne International Airport
FYJ,48.1972,134.3630,M,Fuyuan Dongji Airport
FYN,46.8042,89.5120,M,Fuyun Koktokay Airport
FYU,66.5717,-145.2500,M,Fort Yukon Airport
GAE,33.7337,9.9194,M,Gabès Matmata International Airport
GAF,34.4220,8.8225,M,Gafsa Ksar International Airport
GAJ,38.4119,140.3710,M,Yamagata Airport
GAL,64.7362,-156.9370,M,Edward G. Pitka Sr Airport
GAM,63.7677,-171.7333,M,Gambell Airport
GAN,-0.6930,73.1526,L,Gan International Airport
GAQ,16.2485,-0.0054,M,Gao International Airport
GAU,26.1067,91.5852,L,Lokpriya Gopinath Bordoloi International Airport
GAY,24.7443,84.9512,M,Gaya Airport
GBB,40.8086,47.7254,M,Gabala International Airport
GBE,-24.5552,25.9182,L,Sir Seretse Khama International Airport
GBJ,15.8689,-61.2701,M,Marie-Galante Airport
GCC,44.3489,-105.5390,M,Northeast Wyoming Regional Airport
GCH,30.3339,50.8338,M,Gachsaran Airport
GCI,49.4350,-2.6020,M,Guernsey Airport
GCK,37.9275,-100.7240,M,Garden City Regional Airport
GCM,19.2928,-81.3577,L,Owen Roberts International Airport
GCN,35.9524,-112.1470,M,Grand Canyon National Park Airport
GDB,21.5268,80.2903,M,Gondia Airport
GDE,5.9351,43.5786,M,Gode Airport
GDL,20.5233,-103.3101,L,Guadalajara International Airport
GDN,54.3776,18.4662,L,Gdańsk Lech Wałęsa Airport
GDQ,12.5199,37.4340,M,Gondar Airport
GDT,21.4445,-71.1423,M,JAGS McCartney International Airport
GDV,47.1377,-104.8069,M,Dawson Community Airport
GDX,59.9110,150.7200,M,Sokol Airport
GDZ,44.5821,38.0125,M,Gelendzhik Airport
GEA,-22.2577,166.4728,M,Nouméa Magenta Airport
GEC,35.2359,33.7201,M,Lefkoniko Airport / Geçitkale Air Base
GEG,47.6199,-117.5340,L,Spokane International Airport
GEL,-28.2825,-54.1696,M,Santo Ângelo Airport
GEM,1.6764,11.0249,M,President Obiang Nguema International Airport
GEO,6.4985,-58.2541,L,Cheddi Jagan International Airport
GER,21.8347,-82.7838,M,Rafael Cabrera Airport
GES,6.0572,125.0962,L,General Santos International Airport
GET,-28.7961,114.7070,M,Geraldton Airport
